,title,internal_id,url,description,responsibilities,qualifications,company,location,department,publish_date
33,Менеджер телефонных продаж,68480164,https://hh.ru/vacancy/68480164,"МТС — это цифровые сервисы, которые делают жизнь проще и интереснее. Открыт набор в команду продаж домашнего интернета и цифрового ТВ. Ты сам выбираешь удобный график и влияешь на свою премию. От нас фиксированный доход и официальное оформление. Что делать: - продавать домашний интернет и цифровое ТВ по телефону, используя готовую базу абонентов; - предлагать дополнительные услуги и принимать заявки на подключение. Тем, кто уже работает у нас, нравятся понятные задачи и атмосфера, где наставники всему научат и поддержат. Это отличный вариант, потому что у нас: - можно выбрать график: полный или неполный день, но минимум 21 смена в месяц + возможность работать удалённо после стажировки в офисе; - оформление по договору ГПХ и прозрачная схема оплаты: фиксированный доход + бонусы (за количество диалогов, подключённые услуги и выполнение плана); - бонусы от компании: спецтариф на мобильную связь, бесплатное корпоративное обучение; - развитие внутри команды профессионалов и возможность построить карьеру в разных направлениях бизнеса МТС. Мы ищем: кандидата, который легко устанавливает контакт с новыми людьми и быстро учится. Будет здорово, если есть опыт продаж, например, в Яндекс, Ростелеком, Сбербанк, Тинькофф, Мегафон, ЭР-Телеком, но это необязательно. Мы берём новичков. У нас ты сможешь быстро стать настоящим профессионалом! Если тебя заряжает общение с людьми и привлекает возможность высокого дохода при гибком графике — откликайся! #продажи #телекомпродажи #работа_в_продажах #прямые_продажи #начинающий #без_опыта #менеджер_по_продажам #работа_с_клиентами #продажа_услуг #гибкий_график #неполный_день",,,MTS,Таганрог,«МТС» ,2022-08-10 10:13:11
34,Scala developer,68637062,https://hh.ru/vacancy/68637062,"ООО &quot;Прикладная Техника&quot; - дочерняя компания ПАО МТС. Основная деятельность компании - разработка программных и аппаратных решений в области обеспечения безопасности, выявления мошенничества, антифрода и другой противоправной деятельности. Владельцем и основным заказчиком проектов является ПАО «МТС». Что нужно делать: Разрабатывать высоконагруженные стриминговые приложения; Оптимизировать и улучшать существующий код (любое ваше предложение будет рассмотрено); Исследовать новые подходы и инструменты для работы с большими данными. Мы ожидаем, что у вас есть: Опыт разработки ПО на Scala не менее 2 лет / опыт разработки ПО на Java от 3 лет и желание перейти на Scala; Опыт разработки на Apache Spark (подойдёт опыт разработки на Apache Flink / Kafka Streams); Знание JVM; Понимание структур данных, ООП, ФП, SOLID, шаблонов проектирования, микросервисной архитектуры; Умение разрабатывать высоконагруженное и многопоточное ПО; Опыт работы с SQL / NoSQL, JDBC, PostgreSQL / ClickHouse; Опыт написания unit-тестов; Умение работать с Git, Jenkins, Gradle; Способность разбираться в чужом коде; Опыт работы по методологиям разработки Agile (Scrum). Желательно: Опыт работы с SBT; Опыт работы с Apache Hadoop, Kafka, Ignite, Thrift, Hive, Aerospike, Swagger; Опыт работы с нотацией ASN. 1; Опыт работы с аудио и видео данными, транскодирование; Опыт работы с Docker & Kubernetes; Знакомство с построением сети подвижной радиотелефонной (сотовой) связи. Что мы предлагаем: Стабильная белая заработная плата, премии; Возможность профессионального развития в разных направлениях компании: неограниченный доступ к материалам одного из лучших корпоративных университетов в стране (вебинары, книги, курсы); Возможность реализации инициатив и даже собственной бизнес-идеи (идеи по автоматизации внутренних процессов можно реализовать в программе iDA); Работу в активной команде: работа в Центре архитектуры и разработки, это не только личные KPI и результат. Можно делиться знаниями и получать экспертизу от коллег; Расширенный социальный пакет (ДМС со стоматологией, страхование жизни, страхование при поездках за рубеж и многое другое). Хороший отдых — отпуск 28 календарных дней + 3 календарных дня дополнительно ежегодно, а также различные скидки на путешествия от наших партнеров; Компенсация сотовой связи.",,,MTS,,"«МТС», IT",2022-08-10 10:03:50
35,Разработчик баз данных,68636997,https://hh.ru/vacancy/68636997,"МТС Digital – сердце цифровой экосистемы МТС. 12 гильдий инженеров, суперкомпьютер, системы видеоаналитики, IoT, собственная лабора-тория AI и 20+ петабайт данных. Финтех, стриминг, гейминг, мобильные приложения, облачные сервисы. Каждый день мы работаем над тем, чтобы вывести мобильную и веб-разработку на новый уровень, благодаря сплоченным продуктовым командам и agile методологиям. И сейчас мы ищем разработчика баз данных на централизованный продукт управления данными распределенных инстансов системы(тарифные планы, услуги, поставщики услуг, валюты, страны и т. д. ). Основными функциями компонента являются: хранение, редактирование и тиражирование данных в региональные отделения. С технической точки зрения каталог представляет из себя набор WCF-сервисов, базу данных (Oracle), UI. Чем предстоит заниматься Поддержка существующего решения на БД Oracle (хранимые процедуры, триггеры, представления); Разработка новых решений на БД PostgreSQL; Участие в анализе требований при подготовке технических решений; Разработка низкоуровневых архитектурных решений по своему направлению; Оптимизация алгоритмов, модели данных, производительности СУБД; Создавать и поддерживать техническую документацию, по разрабатываемым компонентам, в актуальном состоянии; Производить рефакторинг существующих решений; Ведение тестовой документации. Что мы ожидаем: Опыт разработки для Oracle и PostgreSQL от 3 лет; Опыт использования систем контроля версий и багтреккинга; Отличное знание языков PL / SQL, SQL, PL / pgSQL; Хорошее знание архитектуры СУБД Oracle и PostgreSQL; Опыт работы с большими БД, оптимизации модели данных, производительности СУБД; Опыт администрирования Oracle, PostgreSQL; Опыт миграции с одной БД на другую. Мы, в свою очередь гарантируем: Официальное трудоустройство, стабильная «белая» заработная плата; ДМС со стоматологией, страхование жизни, страхование при поездках за рубеж; отпуск 28 календарных дней + 3 календарных дня дополнительно ежегодно, а также различные скидки на путешествия от наших партнеров; мы сделали обучение доступным, вы можете проходить тренинги очно, дистанционно, в Корпоративном университете, у провайдеров, у наставников, есть корпоративная библиотека; график работы: full-time офисная занятость с частичной удаленкой или полная удаленка.",,,MTS,,"«МТС», IT",2022-08-10 10:02:14
36,Инженер технической поддержки,68623455,https://hh.ru/vacancy/68623455,"МТС – одна из крупнейших российских экосистем . На базе основного телеком-бизнеса мы создаем цифровых продукты и сервисы во многих направлениях – от интернета вещей, искусственного интеллекта и больших данных до цифровой медицины и киберспорта. Команда Центра поддержки тарификационных систем находится в поиске Инженера . У нас вам предстоит заниматься: Анализом и решением проблем в рамках технической поддержки высоконагруженной платформы онлайн-тарификации сервисов абонентов. Установкой обновлений на модули платформы, внедрением нового функционала на тестовые и продуктовые среды; Поддержкой тестирования на тестовых стендах; Взаимодействием с другими подразделениями Компании; Развёртыванием новых платформ. От вас мы ждём: Наличие навыков написания простых SQL-запросов(ORACLE DB); Знание OS Windows серверных версий; Базовые знания UNIX-систем; Базовые знания сетевых протоколов; Умение использовать в работе различные багтрекеры. Будет плюсом: Умение анализировать код C#; Знание сигнализации SS7,стандартов GSM,протокола Diameter; Опыт работы с MySQL DB; Знания стека технологий. NET (. NET Remoting,WCF); MSMQ, Rabbit MQ. Мы, в свою очередь, гарантируем: Разработка по гибким методологиям: Agile, Scrum, Kanban; Лучшие практики разработки ПО: Test driven development, Continuous integration, Continuous delivery; Регулярное обучение за счёт компании; ДМС со стоматологией, страхованием жизни и страхованием поездок за рубеж; Программа компенсации стоимости посещения бассейна / фитнес-центра; Работа в офисе, при необходимости возможно удаленное подключение из дома; Стабильная белая и конкурентная зарплата, премии 2 раза в год по результатам работы, 31 день отпуска; График работы 5 / 2, в пятницу сокращенный рабочий день; Наличие большого количества корпоративных мероприятий: вебинары, митапы, хакатоны и многое другое; Корпоративная мобильная связь.",,,MTS,"Санкт-Петербург, улица Чапаева, 15","«МТС», IT",2022-08-09 18:31:52
37,ML Infrastructure (MLOps) Engineer (MTS AI),68621109,https://hh.ru/vacancy/68621109,"MTS AI - дочерняя компания MTS, занимающаяся созданием прикладных продуктов на базе технологий понимания и обработки естественного языка, а также компьютерного зрения. В 2021м году мы совершили пивот от внутренних потребностей экосистемы к глобальному рынку и готовим к релизу несколько B2B продуктов. Задачи: Выстраивание процессов работы с ML и данными, упрощение и автоматизация процессов разработки моделей, деплоя и т. д, Помощь коллегам при переводе процессов на новые. Мы практически в самом начале пути, поэтому есть возможность участвовать в выборе инструментов Мы ждем от вас: Python, Bash Опыт с построением пайплайнов - Airflow или аналоги Docker, Kubernetes Опыт с Wandb, MLFlow, DVC либо аналогами (у нас Wandb) Пониманием процессов ML Опыт на аналогичных должностях (готовы рассмотреть так же DevOps или Backend developer) Что мы предлагаем: 5 / 2, частичная или полная &quot;удаленка&quot;, гибкое начало дня; оклад + квартальные бонусы; комфортный офис в 5 минутах пешком от метро Курская; ДМС со стоматологией, страхование при поездках за рубеж, страхование жизни, скидки на автострахование; участие в конференциях и митапах, обучение за счет компании; бесплатная мобильная связь; специальные предложения от партнеров и друзей МТС.",,,MTS,"Москва, Подсосенский переулок, 23с5",«МТС» ,2022-08-09 17:17:01
38,Data Scientist (MTS AI),68619255,https://hh.ru/vacancy/68619255,"MTS AI - дочерняя компания MTS, занимающаяся созданием прикладных продуктов на базе технологий понимания и обработки естественного языка, а также компьютерного зрения. В 2021м году мы совершили пивот от внутренних потребностей экосистемы к глобальному рынку и готовим к релизу несколько B2B продуктов. О команде: наша команда Smart Rollout занимается разработкой цифрового сервиса для поддержки принятия решений по развитию бизнеса МТС. Мы анализируем основные показатели бизнеса МТС, такие как динамика абонентской базы, состояние сети, эффективность продаж. Цель анализа - научится определять зоны роста для увеличения отдачи от инвестиций и максимизации прибыли за счет правильного распределения усилий. Для этого мы обучаем модели прогнозирования выручки и других показателей, анализируем важность факторов влияющих на выручку, кластеризуем территории и клиентов, интерпретируем с бизнесом результаты моделирования. Задачи: Сбор и обработка данных из корпоративных информационных хранилищ Формирование набора данных для обучения моделей Визуализация данных Прогнозирование временных рядов Обучение предиктивных моделей Мы ждем от вас: Знание ML методов Отличное знание Python Знание библиотек pandas, numpy, scikit-learn, xgboost, tensorflow, pytorch Знание SQL Умение работать с git Опыт использования docker, CI / CD Знание математической статистики Опыт работы data scientist / analyst / engineer от 3 лет Что мы предлагаем: 5 / 2, частичная или полная &quot;удаленка&quot;, гибкое начало дня; оклад + квартальные бонусы; комфортный офис в 5 минутах пешком от метро Курская; ДМС со стоматологией, страхование при поездках за рубеж, страхование жизни, скидки на автострахование; участие в конференциях и митапах, обучение за счет компании; бесплатная мобильная связь; специальные предложения от партнеров и друзей МТС.",,,MTS,"Москва, Подсосенский переулок, 23с5","«МТС», IT",2022-08-09 16:34:51
39,Менеджер проектных решений (Presale),67377192,https://hh.ru/vacancy/67377192,"МТС — это мультисервисная цифровая экосистема. Мы создаем и развиваем сервисы в сфере мобильной связи, больших данных, искусственного интеллекта, облачного хранения, медиа и финансов – все они делают жизнь людей проще и интереснее. Мы ищем специалиста, который поможет коллегам подбирать сложные технические решения для корпоративных клиентов. Чем предстоит заниматься: консультировать менеджеров по техническим особенностям услуг для корпоративных клиентов; участвовать в переговорах с клиентами; разрабатывать план реализации проектов; готовить материалы и обучать новых сотрудников продаж; Что мы ждём от кандидата: опыт работы в продажах телекоммуникационных решений; понимание технической части VAS-услуг, видеонаблюдения и облачных решений; умение создавать красивые и понятные презентации и объяснять сложное простым языком; внимание к потребностям клиентов; умение устанавливать контакт с людьми; системное и логическое мышление. Что мы предлагаем: оклад 39 000 руб. + квартальная премия (42% от трех окладов); корпоративную сотовую связь; медицинскую страховку с 100% покрытием расходов, включая стоматологию, страхование жизни и здоровья в поездках за рубеж; отпуск 31 календарный день - это 28 календарных +3 дня за ненормированный рабочий день; компенсацию расходов на спорт или питание на выбор; единую подписку МТС Premium — KION light в онлайн-кинотеатре KION, сервис МТС Music, 30 дней бесплатного пользования подпиской OZON Premium; скидки и предложения от партнеров; полезные курсы и вебинары в корпоративном университете; развитие в командах профессионалов, которые готовы делиться опытом; волонтерское движение, поддержку хобби и интересов сотрудников. # Управление проектами # Активные продажи # Развитие продаж # Мотивация персонала # VAS # Cloud # ИСС # видеонаблюдение",,,MTS,"Иваново, улица Кирякиных, 14",«МТС» ,2022-08-09 16:32:54
40,Инженер-монтажник,68618152,https://hh.ru/vacancy/68618152,"МТС - это цифровые сервисы, которые делают жизнь проще и интереснее: от Интернета и ТВ до телемедицины. Давайте развиваться и строить будущее вместе! Что предстоит делать: - подключать услуги домашнего интернета и ТВ: проводить монтаж оборудования в доме абонента, устранять неисправности при необходимости; - помогать клиентам выбрать тариф, настроить роутер или ТВ приставку, показывать, как работает сервис; Для этих задач мы ищем: - специалиста с опытом подключения домашнего интернета и ТВ; - того, кто готов к разъездной работе; Будет плюсом, если вы получили необходимый опыт в таких компаниях, как Билайн, Ростелеком, Дом. ру, Эр-Телеком, Таттелеком. Что Вы получите, придя к нам: - стабильность: официальное оформление по ТК или договору гражданско-правового характера. - своевременные выплаты и доход, который зависит от количества выполненных заявок; - оплата мобильной связи и медицинская страховка для штатных сотрудников; - возможность дополнительного дохода за привлечение новых клиентов; - удобный график работы : 2 / 2 - возможность работать недалеко от дома; - льготные тарифы на связь и домашний интернет, скидки от партнеров; - профессиональное развитие внутри технической команды; Монтажникам, которые уже работают у нас, особенно нравятся простые задачи и рабочая атмосфера: коллеги готовы помочь, а наставники подсказать.",,,MTS,Железногорск,«МТС» ,2022-08-09 16:08:23
41,Presale архитектор,68617870,https://hh.ru/vacancy/68617870,"Прикладная техника – часть цифровой экосистемы МТС . Задача компании – разработка программных и аппаратных решений для безопасности, выявления мошенничества и других противоправных действий, чтобы бизнес и пользователи чувствовали себя спокойно и уверенно. ​Чем предстоит заниматься: проектирование архитектуры ПО / систем / решений выбор технологий и средств реализации ПО / систем / решений участие в проведении исследовательских работ по выбору оптимальных решений в разрезе цена / время / качество разработка и корректировка алгоритмов обработки информации разработка, анализ, оптимизация ПО / систем / решений техническая экспертиза в рамках предпродажной деятельности архитектурное сопровождение проектов на стадии PreSale презентация разработанных решений подготовка presale документации – технико-коммерческие предложений, технических заданий, технического контента для материалов защиты участие в процессе проработки архитектурных и проектных решений в составе группы presale архитекторов взаимодействие с представителями заказчиков для уточнения вводных и оказания консультаций сайзинг КТС Что мы ждем от кандидата: высшее образование в области ИТ или Телеком опыт работы presale архитектором информационных систем не менее 3 лет опыт программирования (один или несколько языков: Java / Scala / C++ / JavaScript / др. ) не менее 2 лет понимание архитектурных принципов построения информационных систем, а также построения интеграционных решений (SOA, микросервисы, ESB, ETL) понимание архитектуры сетей операторов связи (мобильных 2G / 3G / 4G, фиксированных) понимание особенностей разработки виртуализируемых высоконагруженных (сотни гигабит трафика), территориально распределенных и многопоточных систем реального времени понимание методов проектирования и построения БД опыт проектирования систем с использованием протоколов 3GPP (например, SS7, S1AP, RANAP) опыт разработки RESTful и SOAP интерфейсов, знание JSON и XML знание протоколов и стандартов сети Интернет (RFC, ISO, др. ) знание техник моделирования ПО (UML, BPMN, IDEF) опыт разработки технической документации (ТЗ, функции автоматизации, компоненты, взаимодействия, развертывание, и др. ) опыт работы по методологиям разработки Agile (Scrum) технический английский язык умение работать с Git, Jenkins, Confluence, MS Office, Visio Что мы предлагаем : медицинская страховка с доступом в частные клиники и 100% покрытием расходов, включая стоматологию. Можно застраховать близких родственников на льготных условиях. Для любителей путешествий – страховка в поездках за границу. А еще есть страхование жизни. корпоративная мобильная связь и интернет для сотрудников, а для близких – на выгодных условиях компенсация расходов на спорт обучение в Корпоративном университете, у внешних провайдеров, если это полезно для работы, а также доступ к онлайн-библиотеке с полезными книгами и периодикой единая подписка МТС Premium – KION Lite в онлайн-кинотеатре KION, сервис МТС Music, 30 дней бесплатного пользования подпиской OZON Premium предложения от партнёров для путешествий, развлечений и занятий спортом возможность участия в волонтерских программах: мы помогаем детям из детских домов, учим пенсионеров безопасному поведению в интернете, сдаем кровь, очищаем парки от мусора и многое другое удобный формат работы: пятидневная рабочая неделя с пн по пт, а удобное время начала и окончания рабочего дня можно согласовать с руководителем отпуск 28 календарных дней + 3 дополнительных дня за ненормированный рабочий день два дня в неделю можно работать удаленно: дома, в коворкинге, кафе или там, где захотите.",,,MTS,,"«МТС», IT",2022-08-09 16:02:19
42,Senior Backend Python Developer платформа анализа и синтеза речи (MTS AI),53694386,https://hh.ru/vacancy/53694386,"MTS AI-это отдельная компания внутри экосистемы МТС. У нас царит атмосфера стартапа, новые продукты, никакого легаси, небольшие команды, с дружественной атмосферой. Мы формируем AI-сообщество, сотрудничаем с ведущими технологическими компаниями и международными экспертами, проводим исследования, инвестируем в перспективные проекты и команды. Наш сайт: [URL]",,,MTS,"Москва, Подсосенский переулок, 23с5",«МТС» ,2022-08-09 15:59:07
43,Senior Backend Python Developer продукт Audiogramm (MTS AI),49254587,https://hh.ru/vacancy/49254587,"MTS AI-это отдельная компания внутри экосистемы МТС. У нас царит атмосфера стартапа, новые продукты, никакого легаси, небольшие команды, с дружественной атмосферой. Мы формируем AI-сообщество, сотрудничаем с ведущими технологическими компаниями и международными экспертами, проводим исследования, инвестируем в перспективные проекты и команды. Наш сайт: [URL]",,,MTS,"Москва, Подсосенский переулок, 23с5",«МТС» ,2022-08-09 15:59:07
44,Эксперт по клиентскому опыту в Функциональную группу разработки продуктов в сегменте «дети»,68617655,https://hh.ru/vacancy/68617655,"МТС – одна из крупнейших российских экосистем. На базе основного телеком-бизнеса мы создаем цифровые продукты и сервисы во многих направлениях – от интернета вещей, искусственного интеллекта и больших данных до цифровой медицины и киберспорта. Ищем cj эксперта в Функциональную группу разработки продуктов в сегменте «дети» Обязанности: Анализ рынка / продуктов с точки зрения клиентского опыта, формирование и проверка продуктовых гипотез, разработка концепций и прототипов продуктов сегмента «Дети» и «Молодежь»; Аналитика и выявление потребностей клиента внутри кросс-продуктовых взаимодействий, участия в проработке UX сервисов сегментов «Дети» и «Молодежь» (включая партнерские витрины app, web) сбор и согласование требований для выпуска фичей; Формировать гипотезы и организовывать полевые исследования, участие в проведении качественных и количественных исследованиях в рамках подготовки CJM продуктов сегментов «Дети» и «Молодежь», Проводить коммуникации с действующими клиентами и выявлять лучшие практики взаимодействия с клиентами; Поиск и проверка гипотез-триггеров направленных на рост показателей продуктов сегментов «Дети» и «Молодежь» (retention, MAU / DAU, conversion-rate и др. ), поиск нестандартных каналов и выстраивание процесса digital-продвижения продуктов сегментов «Дети» и «Молодежь»; Формировать предложения по изменению клиентских путей в продуктах и процессах и инициировать соответствующие изменения клиентских путей, постановка задач смежным продуктовым / IT-командам - разработчикам, редакторам, дизайнерам, аналитикам и др. ; Построение маркетинговых активностей, кросс-взаимодействия клиентов между продуктами сегментов «Дети» и «Молодежь», формирование предложений для co-brand решений, направленных на retention и рост MAU / DAU клиентов продуктов сегментов, конверсии в продукты сегментов «Дети» и «Молодежь»; Описание текущих и новых целевых User Story, CJ в Miro и Figma, создание клиентоориентированных сценариев внутри витрин партнеров и сервисов МТС в рамках продуктов сегментов «Дети» и «Молодежь», в т. ч. экранов, текстов рассылок и смс; Подготовка и согласование материалов для запуска продуктов в рамках сохдания / корректировок CJ клиентов продуктов сегментов «Дети» и «Молодежь». Требования: Высшее образование в области маркетинга, менеджмента, экономики; Опыт работы не менее 2 лет на позициях CJE, проведения UX и CX исследований, опыт построения digital-продвижения продукта; Рекомендуется опыт работы в сфере команд IT, Телеком; Навыки построения US-кейсов, CJM, выставления и анализа продуктовых гипотез, CastDev, понимание методологии сервис-дизайна продукта, продвижения продукта, основных метрик продукта, подготовки отчетов, презентаций, конкурентного анализа; Продвинутый опыт работы с Jira, Miro, Figma, Confluence, MS Windows (обязательный минимум - Word, Excel, Power Point).",,,MTS,,«МТС» ,2022-08-09 15:57:41
45,Presale архитектор,68617517,https://hh.ru/vacancy/68617517,"Прикладная техника – часть цифровой экосистемы МТС . Задача компании – разработка программных и аппаратных решений для безопасности, выявления мошенничества и других противоправных действий, чтобы бизнес и пользователи чувствовали себя спокойно и уверенно. ​Чем предстоит заниматься: проектирование архитектуры ПО / систем / решений выбор технологий и средств реализации ПО / систем / решений участие в проведении исследовательских работ по выбору оптимальных решений в разрезе цена / время / качество разработка и корректировка алгоритмов обработки информации разработка, анализ, оптимизация ПО / систем / решений техническая экспертиза в рамках предпродажной деятельности архитектурное сопровождение проектов на стадии PreSale презентация разработанных решений подготовка presale документации – технико-коммерческие предложений, технических заданий, технического контента для материалов защиты участие в процессе проработки архитектурных и проектных решений в составе группы presale архитекторов взаимодействие с представителями заказчиков для уточнения вводных и оказания консультаций сайзинг КТС Что мы ждем от кандидата: высшее образование в области ИТ или Телеком опыт работы presale архитектором информационных систем не менее 3 лет опыт программирования (один или несколько языков: Java / Scala / C++ / JavaScript / др. ) не менее 2 лет понимание архитектурных принципов построения информационных систем, а также построения интеграционных решений (SOA, микросервисы, ESB, ETL) понимание архитектуры сетей операторов связи (мобильных 2G / 3G / 4G, фиксированных) понимание особенностей разработки виртуализируемых высоконагруженных (сотни гигабит трафика), территориально распределенных и многопоточных систем реального времени понимание методов проектирования и построения БД опыт проектирования систем с использованием протоколов 3GPP (например, SS7, S1AP, RANAP) опыт разработки RESTful и SOAP интерфейсов, знание JSON и XML знание протоколов и стандартов сети Интернет (RFC, ISO, др. ) знание техник моделирования ПО (UML, BPMN, IDEF) опыт разработки технической документации (ТЗ, функции автоматизации, компоненты, взаимодействия, развертывание, и др. ) опыт работы по методологиям разработки Agile (Scrum) технический английский язык умение работать с Git, Jenkins, Confluence, MS Office, Visio Что мы предлагаем : медицинская страховка с доступом в частные клиники и 100% покрытием расходов, включая стоматологию. Можно застраховать близких родственников на льготных условиях. Для любителей путешествий – страховка в поездках за границу. А еще есть страхование жизни. корпоративная мобильная связь и интернет для сотрудников, а для близких – на выгодных условиях компенсация расходов на спорт обучение в Корпоративном университете, у внешних провайдеров, если это полезно для работы, а также доступ к онлайн-библиотеке с полезными книгами и периодикой единая подписка МТС Premium – KION Lite в онлайн-кинотеатре KION, сервис МТС Music, 30 дней бесплатного пользования подпиской OZON Premium предложения от партнёров для путешествий, развлечений и занятий спортом возможность участия в волонтерских программах: мы помогаем детям из детских домов, учим пенсионеров безопасному поведению в интернете, сдаем кровь, очищаем парки от мусора и многое другое удобный формат работы: пятидневная рабочая неделя с пн по пт, а удобное время начала и окончания рабочего дня можно согласовать с руководителем отпуск 28 календарных дней + 3 дополнительных дня за ненормированный рабочий день два дня в неделю можно работать удаленно: дома, в коворкинге, кафе или там, где захотите.",,,MTS,,"«МТС», IT",2022-08-09 15:54:46
