,title,internal_id,url,description,responsibilities,qualifications,company,location,department,publish_date
357,Ruby разработчик,67453754,https://hh.ru/vacancy/67453754,"Привет, мы MTS DIGITAL! Цифровая экосистема, мощный генератор телеком-, финтех-, лайфстайл-, медиапроектов, а также различных технологичных решений для корпоративных клиентов. Многогранность наших интересов и возможностей доказывают сервисы, о которых ты однозначно слышал: онлайн-кинотеатр KION, стриминговый сервис МТС Music, билетный сервис МТС Live, медиасистема МТС Auto, МТС Банк, МТС Маркетолог, WASD etc. Мы ищем РАЗРАБОТЧИКА (RUBY) для автоматизации производственных процессов подразделений МТС. Эффективность и скорость реализации поставленных внутри команды задач напрямую коррелируют с качеством работы сервисов и, соответственно, с уровнем удовлетворенности клиентов. Чем информативнее трекинг задач, тем быстрее и лучше они выполняются. Наша миссия – автоматизировать данные процессы на базе Redmine, создавая и развивая удобные борды для различных систем вокруг телеком-продуктов. Что нужно делать: Разрабатывать и осуществлять дальнейшую поддержку web-приложения (ruby on rails, php, js) в среде Linux Участвовать в создании технической и пользовательской документации, заниматься протоколированием кода и написанием инструкций Проводить анализ требований / замечаний заказчика Писать код, отлаживать работу плагинов Redmine Запускать функциональное тестирование и регрессионное тестирование Активно взаимодействовать с аналитиками, разработчиками, тестировщиками, руководителями проектов Для нас важно следующее : Техническое образование Опыт работы разработчиком от года Уверенное знание общей теории объектно-ориентированного программирования (ООП) Высокий уровень владения SQL, навыки написания запросов и хранимых процедур (MySQL) Знакомство с системами контроля версий (Git) Пользовательский уровень в Linux Внимание к деталям и продуктовое мышление (умение мыслить с точки зрения заказчика, чувствовать нюансы запросов) Хороший уровень самоорганизации Грамотная речь и четкое изложение мыслей Мы верим, что ты: Командный игрок, вовлеченный в судьбу проектов и разделяющий с коллегами ответственность за них Готов поддерживать продукт на всех этапах его развития и жизнедеятельности. Мы уважаем и ценим инициативных, откликающихся и полностью погруженных в тему сотрудников Настроен постоянно учиться и развиваться без отрыва от текущих процессов, регулярность получения новых знаний и их обкатка на наших проектах – залог профессионального роста Мы предлагаем тебе: Конкурентную, стабильную заработную плату два раза в месяц + бонусы Расширенный социальный пакет, включающий ДМС со стоматологией Гибридный график работы (в основном мы работаем удаленно, но иногда встречаемся в нашем офисе, где очень комфортно и есть все необходимое для кофе-брейка или чая с лимоном :) Корпоративную связь Интересные сложные задачи, от решения которых зависят процессы одной из самых больших экосистем страны Профессиональный рост, возможность совершенствовать свои навыки в реализации перспективных проектов Быть частью сильной команды, объединенной главной целью – делать удобный, качественный, надежный продукт для конечного пользователя",,,MTS,,"«МТС», IT",2022-08-01 10:49:34
358,Инженер по подключению корпоративных клиентов,54372387,https://hh.ru/vacancy/54372387,"МТС — это мультисервисная цифровая экосистема. Мы создаем и развиваем сервисы в сфере мобильной связи, больших данных, искусственного интеллекта, облачного хранения, медиа и финансов — все они делают жизнь людей проще и интереснее. Мы ищем инженера в команду технического блока. Вы будете подбирать технические решения для компаний-клиентов и сопровождать установку оборудования. Чем предстоит заниматься: Реализовывать проекты клиентов по подключению с использованием оборудования беспроводного широкополосного доступа. Проводить обследование площадки клиентов и объектов связи ПАО «МТС». Проектировать и согласовывать схемы размещения оборудования, кабельных трасс и узлов креплений. Выполнять монтажные работы по прокладке кабелей связи и электропитания. Осуществлять подключение услуг связи корпоративным клиентам и проводить проверку работоспособности услуги. Кого мы ищем: Специалиста со знанием сетевых технологий; с опытом выполнения строительно-монтажных работ в области связи и протяжки структурированной кабельной системы; желательно с опытом работы с сетевым оборудованием и оборудованием беспроводного широкополосного доступа; будет преимуществом наличие допуска по группе электробезопасности не ниже 3. Что мы предлагаем: Расширенный социальный пакет: ДМС со стоматологией, страхование жизни, страхование при поездках за рубеж; Оформление по трудовому договору в штат компании; Совокупный доход: оклад 46000 руб. + квартальная премия 42% от оклада при выполнении KPI; Оплата мобильной связи; Обучение за счет компании, в том числе для получения необходимых допусков для работы; Работа и развитие в экспертных командах профессионалов, которые готовы делиться опытом и обмениваться идеями # Подключение интернета # B2B # Услуги сети # Подключение к сети # Работа на высоте # Инженер",,,MTS,"Краснодар, Фестивальный микрорайон, Клубная улица, 12А",«МТС» ,2022-08-01 09:22:17
359,Разработчик интеграционных решений,68323050,https://hh.ru/vacancy/68323050,"Вам предстоит: Разработка интеграционных решений на различных интеграционных платформах Банка: IBM WebSphere MQ / IBM Integration Bus / микросервисная платформа (Kubernetes) Тестирование, внедрение и поддержка (3-я линия) разработок, выполненных внешними контрагентами Наполнение и поддержка в актуальном состоянии базы знаний (Confluence) центра компетенции Мы ожидаем: Опыт разработки на платформе IBM Integration Bus (WebSphere Message Broker), IBM WebSphere MQ от 3 лет Опыт разработки на Java (Spring), Golang Опыт работы с любой системой контроля версий (SVN, Mercurial, Git) Базовые навыки написания bash-скриптов Базовые навыки разработки на PL / SQL Опыт работы с XSD, XSLT, WSDL, XML, JSON, YAML Работа у нас-это: Гибкий график, возможность работать удаленно полностью или частично Высокий уровень оклада + премии за выполнение KPI Официальное оформление по ТК РФ Корпоративный тариф связи «для своих» Корпоративный спорт, конференции, meetup’s и т. п. Возможность прямого взаимодействия с МТС Big Data Быстро развивающаяся Agile культура!",,,MTS,"Москва, проспект Андропова, 18к1",МТС Банк. IT,2022-08-01 09:15:04
360,Старший эксперт (Группа оркестрации сервисов),66221385,https://hh.ru/vacancy/66221385,"МТС – крупнейший телеком-бренд в России и СНГ, цифровой холдинг, развивающий более 15 инновационных направлений – от интернета вещей и обработки больших данных до онлайн-университета и киберспорта. В группу оркестрации сервисов мы ищем старшего эксперта. Чем предстоит заниматься: Участие в проектах по внедрению решений NFV и сервисной оркестрации на сети МТС в рамках построения виртуальных облаков; Анализ существующих решений по управлению виртуальной инфраструктурой, используемых на сети МТС, для имплементации отраслевых стандартов оркестрации; Участие в создании и внедрении облачных сервисов в качестве эксперта группы оркестрации; Разработка схем взаимодействия и архитектурных диаграмм, документирование проекта в корпоративных вики-платформах; Написание дескрипторов сервисов и виртуальных функций для платформ менеджмента и оркестрации; Взаимодействие с архитекторами, сотрудниками смежных подразделений и экспертами в рамках интеграций и внедрений комплексных платформ; Проведение Proof-of-Concept, тестирований облачных решений в лаборатории МТС, составление отчета по итогам тестирований. Для нас важно: Понимание принципов работы и построения частных и публичных виртуальных облаков, а также облачных сервисов IaaS, SaaS, PaaS, CaaS; Понимание принципов взаимодействия систем на уровне северных и южных интерфейсов, с использованием стандартизированных API (Open API, REST, NETCONF, и т. д. ); Понимания архитектуры менеджеров виртуальной инфраструктуры, опыт работы с Openstack или VIM компонентами VMware vSphere обязателен; Понимание принципов работы контейнеров и оркестрации контейнерных кластеров, опыт работы с Docker, Kubernetes, Docker Swarm; Понимание принципов и подходов Объектно-ориентированного программирования; Знание и умение использовать языки программирования (e. g. Python) для автоматизации рутинных задач и написания простейших проектов; Опыт работы с менеджерами конфигурации (Ansible). Будет преимуществом: Знание архитектуры управления инфраструктурой виртуальных сетевых функций и приложений на основе ETSI NFV и MEC стандартов; Знание отраслевых стандартов и подходов использования оркестрации для телекоммуникационных и IT услуг на базе сервисного и NFV оркестратора; Понимание роли процесса VNF onboarding, а также формирования TOSCA CSAR архива, дескриптора VNFD, сетевого дескриптора, и т. д. ; Знание сетевых протоколов и L2 / L3 технологий включая Ethernet, TCP / IP, NAT / PAT, DHCP, BGP, MPLS, и т. д. ; Понимание принципов и подходов организации CI / CD процессов, а также использования средств контроля версий. Что мы предлагаем: Доступное обучение в одном из лучших в стране корпоративных университетов; Возможность реализации инициатив и даже собственной бизнес-идеи (идеи по автоматизации внутренних процессов можно реализовать в программе iDA); Работа и развитие в экспертных командах профессионалов, которые готовы делиться опытом и обмениваться идеями; Волонтерское движение, поддержку хобби и интересов сотрудников, корпоративные конкурсы с возможностью проявить себя; Стабильная заработная плата два раза в месяц + бонусы; Расширенный социальный пакет (ДМС со стоматологией, страхование жизни, страхование при поездках за рубеж, оплату мобильной связи, скидки и предложения от партнеров и многое другое).",,,MTS,,«МТС» ,2022-08-01 09:14:58
361,Эксперт (Группа цифровых технологий сети радиодоступа),66704729,https://hh.ru/vacancy/66704729,"МТС — это мультисервисная цифровая экосистема. Мы создаем и развиваем сервисы в сфере мобильной связи, больших данных, искусственного интеллекта, облачного хранения, медиа и финансов – все они делают жизнь людей проще и интереснее. В команду Технического блока (Департамент сети радиодоступа) мы приглашаем Эксперта. Что нужно делать: Интеграция и тестирование технических решений (ТР) Open RAN на сети МТС; Разработка технических требований, предъявляемые к оборудованию Open RAN включая серверное оборудование, аппаратные ускорители, радиомодули, NFV, CAAS, используемому на сети МТС; Администрирование серверного и сетевого оборудования в лаборатории Open RAN. Кого мы ищем: Высшее техническое образование; Опыт интеграции аппаратных платформ и модулей программного обеспечения (серверное оборудование, Linux, аппаратные ускорители, системы виртуализации, DPDK), применения K8s, Docker и других широко используемых контейнерных движков и систем оркестрации; Опыт работы с open source software (OAI, SRS LTE, ONF); Владение Python (желательно) и Network monitoring tools; Английский язык на уровне upper intermediate / advanced; Готовность самостоятельно разбираться с новыми задачами, любознательность. Что мы предлагаем: Доступное обучение в одном из лучших в стране корпоративных университетов; Возможность реализации инициатив и даже собственной бизнес-идеи (идеи по автоматизации внутренних процессов можно реализовать в программе iDA); Работа и развитие в экспертных командах профессионалов, которые готовы делиться опытом и обмениваться идеями; Волонтерское движение, поддержку хобби и интересов сотрудников, корпоративные конкурсы с возможностью проявить себя; Стабильная заработная плата два раза в месяц + бонусы; Расширенный социальный пакет (ДМС со стоматологией, страхование жизни, страхование при поездках за рубеж, оплату мобильной связи, скидки и предложения от партнеров и многое другое).",,,MTS,,«МТС» ,2022-08-01 09:14:50
362,Эксперт VAS / PS Core (Отдел внедрения новых технологий и мультимедийных сервисов),67354281,https://hh.ru/vacancy/67354281,"МТС – крупнейший телеком-бренд в России и СНГ, цифровой холдинг, развивающий более 15 инновационных направлений – от интернета вещей и обработки больших данных до онлайн-университета и киберспорта. В команду отдела внедрения новых технологий и мультимедийных сервисов мы приглашаем эксперта. Чем предстоит заниматься: Разрабатывать дизайн и архитектуру для сервисов VAS, чтобы обеспечить требуемый бизнес-функционал; Разрабатывать схемы интеграции элементов в IP сеть, контролировать их реализацию; Руководить проектами по развитию и внедрению инновационных технологий на базе VAS; Разрабатывать технические требования к поставщикам решений, проводить оценку предложений; Участвовать в тестировании и разработке инновационных услуг и сервисов. Кого мы ищем: Кандидата с высшим техническим образованием (желательно в области телекоммуникаций). Со знанием принципов построения и работы IP-сетей, адресации, маршрутизации; Со знанием принципов построения сетей сотовой связи; Понимание архитектуры построения телеком решений, относящихся к сервисам доступа в Интернет и VAS; Пониманием принципов построения платформ виртуализации; Опыт работы в подразделении эксплуатации сервисных платформ будет плюсом; Английский язык на уровне, достаточном для общения и чтения технической литературы; Желание развиваться в области телекома. Что мы предлагаем: Доступное обучение в одном из лучших в стране корпоративных университетов; Возможность реализации инициатив и даже собственной бизнес-идеи (идеи по автоматизации внутренних процессов можно реализовать в программе iDA); Работа и развитие в экспертных командах профессионалов, которые готовы делиться опытом и обмениваться идеями; Волонтерское движение, поддержку хобби и интересов сотрудников, корпоративные конкурсы с возможностью проявить себя; Стабильная заработная плата два раза в месяц + бонусы; Расширенный социальный пакет (ДМС со стоматологией, страхование жизни, страхование при поездках за рубеж, оплату мобильной связи, скидки и предложения от партнеров и многое другое).",,,MTS,,«МТС» ,2022-08-01 09:14:29
363,Middle разработчик IOS [RTM],68320873,https://hh.ru/vacancy/68320873,"MTS DIGITAL! Цифровая экосистема, мощный генератор телеком- финтех-, лайфстайл-, медиапроектов, а также различных технологичных решений для корпоративных клиентов. Многогранность наших интересов и возможностей доказывают сервисы, о которых ты однозначно слышал: онлайн-кинотеатр KION, стриминговый сервис МТС Music, билетный сервис МТС Live, медиасистема МТС Auto, МТС Банк, МТС Маркетолог, WASD etc. Добавление каналов коммуникации RCS / МТС Обращения / Соц. сети. / Приставка МТС Медиа для экосистемного модуля UMS (система для работы с клиентской базой продукта). Система рассылки сообщений до конечного пользователя, но имеет на своей основе сервис запуска простой рассылки по загруженному списку, который так же используется командой CVM для простых кампаний (к примеру: оповещение клиентов о репрайсинге услуг). SDK библиотека встраивается в приложения МТС и формирует связки токенов и показывает Push клиенту. Развитие пользовательских сервисов. Upgrade существующих каналов и сервисов Требования: Опыт разработки под iOS от 3 лет Нацеленность на результат готовность работать в команде самостоятельность управление ожиданиями заказчика Обязанности: - Разрабатывать библиотеку SDK, заниматься внедрением в продукты МТС - Участвовать в проектировании архитектуры, согласовании требований, выборе технологий и средств реализации решений; - Участвовать в процессах тестирования и отладки ПО; - Консультировать ИТ-архитекторов, бизнес-аналитиков, сотрудников интеграции и техподдержки Условия работы: Стабильную заработную плату и премии (20% от суммарного годового дохода); Компенсацию мобильной связи с первого дня; Заботу о здоровье своих сотрудников: ДМС, включая стоматологию; Саморазвитие: вы сможете проходить тренинги очно и дистанционно в Корпоративном университете компании и участвовать в чемпионатах по программированию; Спорт - корпоративные соревнования по футболу, баскетболу и волейболу, различные спорт-программы и компенсацию вашего фитнес-абонемента; Хороший отдых - отпуск 28 календарных дней + 3 календарных дня дополнительно ежегодно; Бодрое утро - гибкое начало рабочего дня;)",,,MTS,Москва,"«МТС», IT",2022-08-01 08:36:23
364,Руководитель обособленного подразделения,67847124,https://hh.ru/vacancy/67847124,"МТС — это мультисервисная цифровая экосистема. Мы создаем и развиваем сервисы в сфере мобильной связи, больших данных, искусственного интеллекта, облачного хранения, медиа и финансов — все они делают жизнь людей проще и интереснее. Что нужно делать: Осуществлять административное руководство деятельностью обособленного подразделения ПАО &quot;МТС&quot; в г. Комсомольск-на-Амуре; Анализировать и прогнозировать рыночные тенденции в В2В, В2С сегментах; Организовывать и контролировать реализацию проектов по развитию фиксированной и мобильной связи на вверенной территории. Кого мы ищем: Профессионала с высшим образованием; Имеющего управленческий опыт от 3-х лет, опыт работы в сфере связи; Владеющего навыками ведения переговоров, знанием стандартов и технических основ построения сетей мобильной и фиксированной связи, стратегическим видением; Лидера, умеющего собирать и вести за собой команды. Мы предлагаем: корпоративную сотовую связь; график 5 / 2; медицинскую страховку с 100% покрытием расходов, включая стоматологию; полезные курсы и вебинары в корпоративном университете, система наставничества и менторства. оплата проезда до места проведения отпуска один раз в 2 года. релокационный пакет для иногородних кандидатов; работа в сильной, профессиональной команде. # Руководитель филиала # Телеком # Управление # Директор региона #",,,MTS,,«МТС» ,2022-08-01 08:21:09
365,"Руководитель по маркетингу, г. Якутск",67572267,https://hh.ru/vacancy/67572267,"МТС — это мультисервисная цифровая экосистема. Мы создаем и развиваем сервисы в сфере мобильной связи, больших данных, искусственного интеллекта, облачного хранения, медиа и финансов — все они делают жизнь людей проще и интереснее. Что нужно делать: Проводить анализ финансовых и маркетинговых показателей региона, динамику, причины отклонений или потенциальные проблемы; Анализировать маркетинговую активность конкурентов; Инициировать развитие сети на основе полученных выводов, просчитывать инвестиционные кейсы; Участвовать в защите инвестиционных проектов; Организовывать медиа – поддержку запуска новых продуктов и услуг, технологий в регионе, планировать и размещать рекламу. Кого мы ищем: Специалиста с высшим образованием ( маркетинг, экономика); Имеющего опыт работы в области маркетинга / маркетинговых коммуникаций; Знающего основы экономики и финансов, а также социологии и психологии поведения потребителя; Знающего основы дизайна, умеющего взаимодействовать с дизайнерами и рекламными агентствами; Умеющего визуализировать данные и создавать инфографику для бизнес-презентаций. Что мы предлагаем: корпоративную сотовую связь; график 5 / 2; медицинскую страховку с 100% покрытием расходов, включая стоматологию, страхование жизни и здоровья в поездках за рубеж; компенсацию расходов на спорт или питание на выбор; полезные курсы и вебинары в корпоративном университете; единую подписку МТС Premium — KION light в онлайн-кинотеатре KION, сервис МТС Music, 30 дней бесплатного пользования подпиской OZON Premium; скидки и предложения от партнеров; развитие в командах профессионалов, которые готовы делиться опытом; волонтерское движение, поддержку хобби и интересов сотрудников. # Маркетинг # Мтс # Менеджмент # Аналитика # Телеком",,,MTS,,«МТС» ,2022-08-01 08:21:04
366,Монтажник подключения и сопровождения корпоративных клиентов,55855008,https://hh.ru/vacancy/55855008,"МТС — это мультисервисная цифровая экосистема. Мы создаем и развиваем сервисы в сфере мобильной связи, больших данных, искусственного интеллекта, облачного хранения, медиа и финансов — все они делают жизнь людей проще и интереснее. В команду Технического блока мы ищем Монтажника. Чем предстоит заниматься: Выполнять монтажные работы по подключению корпоративных клиентов фиксированной сети. Подготавливать технические решения для корпоративных клиентов. Что мы ждём от кандидата: Желание работать и обучаться; Среднее / специальное образование; Уверенный пользователя ПК; Приветствуется образование или опыт работы в сфере телекоммуникаций, подключения и обслуживания абонентов ШПД, ЦТВ; Что мы предлагаем: Официальное оформление в штат компании; Оклад 55 000 руб. + премия; Корпоративную сотовую связь; График 5 / 2 с ненормированным рабочим днём; Отпуск 55 календарных дней; Медицинскую страховку с 100% покрытием расходов, включая стоматологию, страхование жизни и здоровья в поездках за рубеж; Компенсацию расходов на спорт или питание на выбор; Полезные курсы и вебинары в корпоративном университете; Единую подписку МТС Premium — KION light в онлайн-кинотеатре KION, сервис МТС Music, 30 дней бесплатного пользования подпиской OZON Premium;  Скидки и предложения от партнеров; Развитие в командах профессионалов, которые готовы делиться опытом; Волонтерское движение, поддержку хобби и интересов сотрудников # МТС # телекоммуникации # подключение # корпоративные клиенты # инженер # монтаж # демонтаж",,,MTS,,«МТС» ,2022-07-31 22:04:11
367,Инженер эксплуатации оборудования радиоподсистемы,67640111,https://hh.ru/vacancy/67640111,"МТС — это мультисервисная цифровая экосистема. Мы создаем и развиваем сервисы в сфере мобильной связи, больших данных, искусственного интеллекта, облачного хранения, медиа и финансов — все они делают жизнь людей проще и интереснее. Мы ищем инженера в команду технического блока. Вашей главной задачей станет обслуживание радиоподсистемы — основы стабильной работы всей сети МТС. Чем предстоит заниматься: Устранять аварии на базовых и радиорелейных станциях, антенно-фидерных устройствах, электропитающих установках постоянного тока, климатических системах; Проводить техническое обслуживание оборудования радиоподсистемы; Вести отчетную документацию, работать с базами данных; Участвовать в работах по расширению и модернизации сети; Взаимодействовать с подрядными организациями и контрагентами. Что мы ждём от кандидата: Высшее / средне специальное техническое образование, можно без опыта работы; Опыт в телекоммуникациях будет вашим преимуществом; Умение быстро адаптироваться в новых условиях; Готового к работам на высоте; Желание не останавливаться на достигнутом, постоянное повышение квалификации, расширение профессиональных знаний в смежных областях; Что мы предлагаем: Официальное оформление в штат компании; Оклад 88 000 руб. + премия; Корпоративную сотовую связь; График 5 / 2 с ненормированным рабочим днём; Отпуск 55 календарных дней; Медицинскую страховку с 100% покрытием расходов, включая стоматологию, страхование жизни и здоровья в поездках за рубеж; Компенсацию расходов на спорт или питание на выбор; Полезные курсы и вебинары в корпоративном университете; Единую подписку МТС Premium — KION light в онлайн-кинотеатре KION, сервис МТС Music, 30 дней бесплатного пользования подпиской OZON Premium;  Скидки и предложения от партнеров; Развитие в командах профессионалов, которые готовы делиться опытом; Волонтерское движение, поддержку хобби и интересов сотрудников # Телекоммуникации # Связь # Работа на высоте # Радиорелейное оборудование",,,MTS,,«МТС» ,2022-07-31 22:03:43
368,Java-разработчик (RTM),67416250,https://hh.ru/vacancy/67416250,"МТС – одна из крупнейших российских технологических экосистем . На базе основного телеком-бизнеса мы создаем цифровые продукты и сервисы во многих направлениях – от интернета вещей, искусственного интеллекта и больших данных до цифровой медицины и киберспорта, а также активно развиваем свои внутренние продукты. МТС. RTM - внутренний проект службы маркетинга. Платформа по аналитике событий и формированию наиболее подходящего предложения для абонента сотовой связи. Задачи, которые предстоит выполнять: Участие в разработке backend модулей комплекса highload систем; Участие в проектировании архитектуры сервисов и межсервисного / межсистемного взаимодействия; Разработка интеграционных модулей и высоконагруженных API. Какие знания пригодятся: опыт проектирования и разработки архитектуры ИТ-решений; Уверенное знание Java Core (8+); опыт участия в проектах по созданию высоконагруженных систем (конкурентная обработка данных, очереди, масштабирование); практический опыт работы со стеком технологий и инструментами: Spring, Hibernate, JHipster, Kafka, GitLab, Git, SQL (Oracle), NoSQL (Redis или другое), Web-сервисы: SOAP / REST; работа с протоколами HTTP / HTTPS; ООП и паттерны проектирования. Будет плюсом: Умение автоматизировать рутину; Уверенные знания SQL и опыт работы с timeseries базами данных; Мы предлагаем: Стабильную заработную плату и премии (20% от суммарного годового дохода); Компенсацию мобильной связи с первого дня; Заботу о здоровье своих сотрудников: ДМС, включая стоматологию; Саморазвитие: вы сможете проходить тренинги очно и дистанционно в Корпоративном университете компании и участвовать в чемпионатах по программированию; Спорт - корпоративные соревнования по футболу, баскетболу и волейболу, различные спорт-программы и компенсацию вашего фитнес-абонемента; Активную и позитивную команду профессионалов, готовых разрабатывать действительно крутой продукт; Хороший отдых - отпуск 28 календарных дней + 3 календарных дня дополнительно ежегодно; Бодрое утро - гибкое начало рабочего дня;) Гибридный график работы - мы работаем 2 дня в неделю в офисе и 3 дня из дома.",,,MTS,,«МТС» ,2022-07-31 18:28:17
